LIMIT_BAL;AGE;PAY_0;default_payment
300000;40;-1;0
20000;24;-1;0
30000;42;1;1
110000;43;0;0
50000;47;0;0
130000;39;-2;0
260000;32;0;0
50000;38;0;0
50000;50;2;1
50000;51;1;1
30000;22;-1;1
160000;23;0;0
120000;26;0;0
200000;28;1;1
90000;40;1;0
60000;41;0;0
260000;26;0;0
400000;38;-2;0
50000;35;0;0
360000;38;-1;0
230000;39;0;0
290000;34;-1;0
320000;42;-1;0
180000;29;-2;0
50000;37;0;0
500000;33;0;0
200000;30;0;0
300000;42;0;0
140000;48;0;0
80000;28;1;0
20000;24;1;0
180000;36;1;0
30000;30;1;1
270000;35;0;0
190000;39;0;0
250000;40;1;0
180000;30;1;0
260000;31;0;0
520000;38;0;0
350000;49;-2;0
50000;58;-1;0
500000;50;2;1
50000;52;0;0
110000;51;0;0
80000;60;0;0
20000;23;2;1
20000;27;0;0
430000;27;-2;0
90000;26;0;0
200000;33;-1;0
310000;34;0;0
130000;37;0;0
60000;42;0;0
80000;31;2;1
50000;25;0;0
30000;25;1;0
210000;29;0;0
20000;24;0;0
20000;31;1;1
50000;21;0;0
50000;30;1;0
340000;27;0;0
100000;23;2;1
200000;25;0;0
50000;23;1;0
140000;28;0;0
300000;27;1;0
50000;27;1;0
360000;29;0;0
200000;28;0;0
200000;28;0;0
360000;28;0;0
150000;29;0;0
20000;24;0;0
180000;30;0;0
90000;29;0;0
410000;37;0;0
60000;26;0;0
110000;32;3;0
100000;36;0;0
500000;30;0;0
50000;38;0;0
80000;38;0;0
30000;37;1;0
30000;49;0;0
140000;33;0;0
90000;47;0;0
200000;26;-1;0
100000;29;-1;0
80000;26;0;0
500000;39;0;0
200000;46;-1;0
50000;47;0;0
300000;30;-2;0
50000;30;0;0
10000;37;-1;0
370000;45;0;0
60000;36;0;0
360000;41;0;0
290000;30;-1;0
60000;38;0;0
140000;32;0;0
150000;34;0;0
10000;49;0;0
360000;35;-2;0
160000;47;0;0
200000;41;-2;0
80000;35;-2;0
50000;38;2;1
30000;31;0;0
200000;31;-1;0
150000;34;2;1
30000;33;2;1
110000;40;0;0
130000;37;0;0
500000;31;0;0
280000;49;0;0
160000;29;-1;0
80000;40;-1;0
140000;34;0;0
250000;51;-2;0
130000;51;0;0
240000;55;0;0
20000;26;1;0
10000;23;-1;0
10000;25;0;0
20000;23;1;1
500000;26;0;0
30000;27;1;0
20000;30;1;1
130000;25;0;0
50000;27;0;0
20000;29;0;0
400000;29;0;0
50000;25;0;0
20000;28;3;1
10000;28;-1;0
200000;29;-2;1
120000;35;-1;1
20000;30;0;0
50000;43;0;0
280000;33;0;0
120000;40;-1;0
20000;33;0;0
20000;41;0;0
300000;42;-1;1
140000;49;0;0
20000;38;0;0
50000;35;3;0
20000;34;0;0
240000;45;1;0
170000;36;-1;0
150000;41;2;1
80000;36;3;1
150000;38;-2;0
80000;39;0;0
200000;40;1;0
190000;34;0;0
350000;51;0;0
320000;51;0;0
320000;50;0;0
200000;52;0;0
300000;28;-1;0
50000;24;2;1
70000;23;0;0
50000;23;2;1
50000;22;0;0
250000;26;0;0
50000;25;0;0
240000;25;0;0
80000;24;0;0
220000;25;0;0
50000;26;0;0
150000;27;1;0
20000;27;3;1
110000;28;0;0
100000;30;0;0
280000;27;0;0
100000;26;0;0
180000;29;-1;0
50000;28;-1;0
150000;31;2;1
70000;29;-2;0
240000;30;0;0
50000;27;0;0
50000;35;0;0
380000;31;1;0
130000;37;-2;0
50000;44;0;0
60000;48;-1;0
50000;39;2;0
150000;32;6;0
90000;36;0;0
130000;45;0;0
50000;48;0;0
240000;43;0;0
70000;33;0;0
60000;36;0;0
50000;46;1;1
20000;38;0;0
140000;44;0;0
20000;31;3;1
260000;39;2;1
500000;43;0;0
300000;38;-1;0
30000;41;0;0
10000;33;2;0
140000;35;0;0
30000;47;0;0
20000;48;0;0
230000;46;-1;0
320000;40;0;0
500000;35;0;0
230000;46;0;0
110000;31;0;0
200000;45;-1;0
210000;43;0;0
180000;32;-1;0
220000;31;0;0
140000;35;0;0
20000;44;0;0
360000;37;-1;0
290000;58;1;1
110000;52;1;0
260000;56;0;0
30000;54;2;1
230000;55;0;0
50000;61;-1;0
50000;53;0;0
110000;54;2;1
50000;24;0;0
160000;51;2;1
100000;23;-1;0
30000;23;0;0
110000;24;2;1
30000;25;0;0
210000;27;0;0
90000;26;-1;0
80000;30;0;0
40000;27;1;0
60000;28;2;1
20000;25;0;0
100000;28;2;1
250000;40;0;0
50000;25;0;0
150000;30;0;0
130000;32;0;0
50000;36;0;0
240000;32;-2;0
100000;30;0;0
20000;40;0;0
50000;46;0;0
360000;42;-2;0
60000;36;2;1
30000;39;2;1
420000;36;-1;0
20000;31;1;1
240000;38;0;0
240000;37;-2;0
200000;30;-1;0
200000;33;1;0
260000;32;-1;0
100000;44;0;0
20000;36;0;0
50000;45;0;0
230000;42;0;0
210000;42;-2;0
330000;54;-2;0
150000;55;1;1
90000;57;0;0
30000;28;0;0
80000;33;-1;0
350000;57;-2;0
230000;30;-1;0
180000;24;-1;0
20000;29;0;0
50000;24;0;0
150000;24;-2;0
310000;36;0;0
80000;22;0;0
10000;23;0;0
20000;22;2;1
70000;23;0;0
200000;23;0;0
170000;23;0;0
230000;24;-1;0
290000;24;0;0
50000;23;0;0
210000;23;0;0
30000;22;2;1
40000;24;2;1
80000;24;0;0
90000;24;0;0
70000;26;0;0
50000;23;0;0
50000;23;0;0
200000;27;-1;0
150000;24;0;0
210000;26;-1;0
160000;25;0;0
110000;24;0;0
160000;25;0;0
280000;26;-2;0
30000;26;2;1
50000;26;0;0
50000;27;-1;0
280000;26;0;0
50000;22;0;0
20000;27;0;0
230000;28;0;0
70000;28;0;0
50000;25;0;0
300000;28;-2;0
420000;28;0;0
80000;26;0;0
160000;28;0;0
20000;28;-1;1
50000;25;0;0
50000;25;0;0
80000;29;-2;0
110000;29;0;0
340000;29;-1;0
30000;30;1;1
100000;27;0;0
170000;30;0;0
60000;31;-1;0
280000;31;0;0
310000;30;0;0
270000;27;0;0
210000;28;-1;0
30000;29;2;1
470000;30;0;0
50000;32;-1;1
70000;29;0;0
480000;30;0;0
100000;30;3;1
50000;31;0;0
240000;29;-1;0
200000;27;1;0
330000;29;0;0
150000;30;-1;0
50000;37;0;0
30000;45;0;0
80000;37;0;0
70000;31;0;0
300000;34;-1;0
50000;29;2;1
260000;31;0;0
50000;31;2;1
150000;27;-2;0
140000;31;0;0
80000;32;0;0
210000;41;-2;0
360000;43;-2;0
50000;27;-1;0
280000;36;0;0
60000;47;0;0
220000;36;1;1
220000;38;-1;0
300000;42;-1;1
180000;32;1;0
150000;32;-2;0
230000;29;-1;0
70000;32;2;1
150000;33;0;0
320000;38;-2;0
150000;36;0;0
230000;38;-1;0
230000;40;1;0
160000;36;-1;0
320000;44;1;0
80000;36;2;1
30000;39;0;0
270000;41;-1;0
130000;43;0;0
110000;39;0;0
90000;42;0;1
230000;32;-1;0
140000;32;0;0
230000;40;-2;0
200000;32;-2;0
190000;34;0;0
240000;37;0;0
100000;32;0;0
240000;38;0;0
120000;28;-1;1
180000;34;1;0
150000;30;-1;0
300000;39;0;0
350000;36;0;0
180000;30;0;0
360000;32;0;0
360000;32;0;0
130000;37;0;0
50000;38;-1;0
90000;39;-2;0
100000;32;0;0
200000;32;-2;0
260000;30;-2;0
80000;37;-1;0
100000;46;1;0
340000;29;0;0
220000;40;0;0
220000;41;0;0
80000;46;0;0
140000;32;0;0
80000;47;0;0
360000;28;0;0
320000;35;0;0
200000;48;0;0
20000;42;2;1
110000;42;0;0
400000;45;-2;0
10000;41;-1;1
210000;42;-2;0
280000;38;0;0
90000;32;0;0
250000;40;2;1
200000;43;1;1
70000;38;1;0
260000;38;-2;0
390000;34;0;0
310000;35;0;0
80000;31;-1;0
310000;31;0;0
50000;31;0;0
40000;42;0;0
230000;42;-1;0
500000;34;-1;0
270000;36;0;0
180000;36;-2;0
240000;35;-2;0
500000;47;-2;0
350000;42;-1;0
230000;36;-2;0
210000;43;1;1
240000;36;2;1
360000;44;-2;0
230000;37;-2;0
160000;46;-1;0
230000;45;-2;0
200000;31;0;0
210000;31;1;0
260000;30;0;0
280000;49;0;0
80000;30;0;0
170000;48;0;0
50000;35;1;0
420000;49;0;0
280000;34;-2;0
120000;39;0;0
200000;30;0;0
170000;30;0;0
100000;37;-2;0
30000;51;0;0
20000;52;0;0
430000;50;0;0
40000;52;-2;0
80000;49;-1;1
500000;54;-1;0
50000;51;0;0
270000;60;-1;0
70000;62;2;1
200000;59;0;0
140000;55;0;0
80000;37;2;1
50000;23;2;1
10000;21;0;0
80000;27;0;0
110000;26;0;0
100000;25;-1;0
230000;27;0;0
20000;27;1;0
60000;29;2;1
180000;26;0;0
160000;30;-1;0
30000;26;3;1
50000;31;0;0
50000;28;0;0
180000;28;1;0
20000;27;-1;0
10000;27;1;1
310000;29;3;1
50000;27;0;0
50000;32;0;0
150000;30;-2;0
100000;32;0;0
200000;33;-1;0
220000;29;0;0
50000;31;0;0
50000;35;0;0
150000;39;-2;0
30000;40;3;0
340000;43;-2;0
360000;40;-1;0
210000;39;0;0
210000;34;0;0
180000;37;-2;0
360000;33;0;0
20000;40;0;0
500000;44;-2;0
400000;42;0;0
50000;40;2;1
20000;31;2;0
270000;38;0;0
270000;33;-1;0
280000;33;-2;0
180000;40;-2;1
80000;34;2;1
200000;38;0;0
80000;39;0;0
240000;45;0;0
200000;31;1;0
160000;38;0;0
390000;41;-2;0
20000;48;3;1
360000;46;-2;0
280000;49;0;0
210000;42;0;0
210000;38;2;1
50000;35;0;0
50000;42;2;1
70000;37;2;1
20000;36;0;0
220000;36;-1;0
280000;39;0;0
360000;45;-1;0
180000;34;-1;0
260000;38;3;1
360000;35;0;0
230000;35;0;0
130000;48;0;0
360000;33;-2;1
140000;33;-2;0
10000;38;1;1
200000;37;1;0
120000;45;0;0
340000;49;0;0
20000;50;0;0
90000;52;0;0
290000;61;0;0
360000;50;-1;0
280000;53;0;0
170000;64;-1;1
50000;53;0;0
200000;66;0;0
500000;54;0;0
50000;58;-1;0
360000;54;1;0
70000;37;0;0
60000;26;-1;0
140000;26;0;0
50000;27;2;1
290000;28;0;0
180000;29;-2;0
160000;25;0;0
200000;28;1;1
310000;27;-2;0
180000;29;1;0
280000;30;-1;0
280000;38;0;0
90000;48;-1;1
360000;44;1;0
60000;22;3;0
10000;23;2;1
30000;22;2;1
150000;23;0;0
70000;25;-1;0
130000;24;0;0
500000;37;-2;0
50000;23;0;0
130000;24;-1;0
130000;23;-1;0
50000;26;-1;0
80000;24;0;0
130000;26;0;0
30000;25;2;1
30000;27;0;0
30000;23;0;0
50000;23;0;0
30000;24;1;0
30000;26;2;1
180000;26;-1;0
190000;26;0;0
80000;23;0;0
320000;24;0;0
320000;25;0;0
20000;24;3;1
160000;26;1;0
200000;27;0;0
60000;26;1;0
140000;27;0;0
120000;27;0;0
150000;27;-2;0
100000;29;0;0
210000;28;0;0
70000;25;0;0
30000;26;0;0
570000;28;0;0
140000;28;-1;0
50000;29;1;0
120000;29;-1;0
170000;28;1;0
90000;28;0;0
200000;29;1;0
50000;29;0;0
100000;29;1;0
320000;29;-2;0
170000;29;-1;0
200000;31;-1;0
150000;31;-1;0
30000;22;2;1
60000;26;-1;0
170000;29;-1;0
500000;29;-2;0
280000;33;0;0
500000;29;-2;0
180000;30;-1;0
420000;29;0;0
320000;29;-1;0
400000;30;0;0
110000;29;1;0
170000;30;-2;0
240000;31;-1;0
20000;31;1;1
380000;27;-1;0
100000;28;1;0
180000;40;-2;1
180000;36;-1;0
150000;40;0;0
500000;44;0;0
90000;42;0;1
100000;36;1;1
80000;38;-1;0
20000;43;0;0
50000;39;0;0
180000;33;-1;0
260000;32;0;0
300000;35;0;0
20000;35;-2;0
220000;46;0;1
130000;40;2;0
200000;48;-1;0
80000;35;0;0
20000;32;0;0
120000;30;2;1
330000;43;0;0
160000;41;0;0
170000;41;-1;1
260000;36;-1;0
130000;43;-1;0
60000;36;0;0
380000;34;2;1
350000;38;-2;0
400000;34;-2;0
50000;44;0;0
360000;34;-1;0
360000;43;-2;0
140000;33;0;0
220000;43;0;0
100000;39;-1;0
160000;41;-2;0
180000;33;-1;0
180000;33;-1;0
120000;32;0;0
180000;32;1;0
340000;34;0;0
200000;35;0;0
80000;36;-2;0
280000;44;-2;0
180000;32;-1;0
220000;34;-1;0
180000;35;-2;0
620000;38;-1;0
210000;35;0;0
30000;45;-1;0
200000;40;0;0
210000;33;0;0
400000;42;-1;0
150000;34;0;0
50000;28;0;0
180000;36;-1;0
180000;39;-2;0
150000;41;2;1
100000;34;0;0
300000;33;-1;0
140000;32;-1;0
220000;29;-2;0
100000;31;2;1
270000;33;-2;0
80000;32;-1;0
200000;31;-1;0
50000;48;0;0
270000;34;0;0
30000;44;0;0
90000;43;-2;0
130000;36;0;0
210000;35;-2;0
150000;34;0;0
440000;36;0;0
30000;29;-2;0
320000;32;-1;0
100000;47;1;0
60000;28;0;0
210000;27;-1;0
30000;43;-1;0
490000;33;0;0
310000;39;-2;0
210000;37;-2;0
180000;33;-1;0
50000;38;2;1
90000;47;2;1
260000;36;0;0
60000;33;0;0
100000;38;1;0
340000;36;0;0
500000;48;-2;0
390000;39;0;0
180000;38;0;0
210000;42;-1;0
130000;49;1;0
500000;44;0;0
100000;35;-1;0
50000;25;0;0
100000;42;-2;0
500000;36;-2;0
90000;30;1;0
170000;33;0;0
150000;28;0;0
240000;37;-1;0
20000;49;0;0
550000;32;2;0
310000;47;-1;0
220000;34;0;0
280000;43;-2;0
240000;35;-2;0
20000;46;-1;1
200000;43;0;0
20000;32;-1;0
30000;45;0;0
360000;40;-1;0
140000;31;-2;0
490000;31;0;0
240000;33;-2;0
60000;31;0;0
140000;33;1;0
180000;34;-2;0
60000;47;0;0
150000;35;-2;0
130000;34;0;0
150000;43;-1;0
500000;49;-2;0
360000;40;-2;0
170000;40;-1;0
240000;37;3;1
500000;37;-2;0
20000;46;0;0
300000;40;1;0
290000;34;0;0
240000;38;2;1
290000;34;-1;0
210000;39;-1;0
450000;37;0;0
500000;53;-2;0
270000;58;-2;0
50000;53;0;0
220000;51;-2;0
230000;51;0;1
500000;58;1;1
300000;54;1;0
180000;49;0;1
50000;51;0;0
160000;60;-2;1
20000;50;2;1
180000;53;1;0
70000;62;2;1
240000;49;-1;0
240000;55;-1;0
400000;51;1;0
270000;51;-1;1
360000;29;1;0
400000;30;-1;0
300000;30;-1;0
300000;27;0;0
160000;29;1;0
80000;27;0;0
50000;26;0;0
20000;21;0;0
60000;23;0;0
20000;23;0;0
20000;22;2;1
50000;24;1;0
20000;23;0;0
30000;23;0;0
50000;24;0;0
110000;26;0;0
240000;26;-1;1
130000;27;0;0
110000;28;0;0
200000;28;-1;0
150000;29;0;0
50000;29;1;0
10000;23;0;0
50000;22;2;1
300000;29;0;0
460000;28;-1;0
140000;29;1;0
240000;29;0;0
40000;27;0;0
230000;29;0;0
20000;28;-1;1
320000;29;2;1
150000;28;-2;0
110000;30;0;0
200000;28;0;0
20000;30;0;0
470000;30;-2;1
580000;32;-1;0
50000;27;1;0
20000;23;2;1
90000;30;0;0
330000;31;0;0
180000;32;2;1
30000;31;1;0
400000;29;0;0
360000;29;0;0
360000;33;-1;0
50000;26;0;0
350000;33;-1;0
360000;31;1;0
20000;32;1;0
330000;48;-2;0
360000;34;-1;0
200000;45;3;1
90000;36;-1;0
210000;33;-1;0
500000;41;0;0
210000;39;-1;0
70000;38;0;0
50000;39;-1;0
60000;33;0;0
180000;38;1;1
80000;42;1;0
300000;37;-1;0
290000;31;0;0
120000;36;-1;0
310000;33;-1;0
160000;41;1;0
60000;36;1;1
100000;46;1;0
280000;36;-2;0
80000;43;-1;0
470000;40;-1;0
140000;41;0;0
50000;35;0;0
600000;36;0;0
210000;34;-1;0
500000;47;1;0
60000;42;0;0
380000;47;1;0
310000;46;2;1
210000;35;0;0
360000;39;-1;0
430000;39;0;0
160000;39;-2;0
80000;46;0;0
390000;34;-2;0
70000;45;0;0
30000;40;0;0
430000;40;-2;0
130000;38;0;0
30000;40;0;0
170000;36;-2;0
330000;33;0;0
120000;44;1;0
320000;35;0;0
70000;46;0;1
30000;42;0;0
260000;30;-1;0
180000;31;-2;0
20000;43;0;0
200000;28;0;0
310000;40;-1;0
410000;46;-1;0
260000;39;0;0
70000;34;0;0
280000;30;0;0
50000;35;0;0
350000;38;1;0
300000;39;0;0
120000;43;-1;0
160000;44;0;0
50000;49;0;0
20000;50;1;0
140000;50;-1;1
200000;54;-1;0
270000;54;-1;0
330000;54;-2;0
30000;50;0;0
170000;61;0;0
50000;50;-1;0
50000;50;-1;0
300000;56;-2;0
30000;24;1;0
50000;22;1;0
30000;25;4;1
30000;24;1;0
30000;23;0;0
50000;23;0;0
90000;23;0;0
10000;24;1;0
70000;23;-1;0
200000;24;0;0
20000;22;0;0
80000;25;-2;0
60000;23;1;1
290000;25;0;0
50000;26;0;0
120000;25;0;0
30000;23;0;0
50000;24;0;0
20000;21;0;0
230000;25;0;0
380000;27;-2;0
120000;26;-1;0
80000;27;0;0
250000;25;0;0
90000;24;0;0
240000;28;0;0
140000;27;0;0
90000;23;0;0
100000;29;0;0
50000;24;1;0
50000;25;0;0
320000;27;-2;0
80000;28;0;0
220000;28;-1;0
50000;34;0;0
50000;33;2;1
150000;39;0;0
410000;42;0;0
130000;43;2;1
210000;46;0;0
230000;34;2;0
80000;37;0;0
300000;33;0;0
70000;29;0;0
220000;43;0;0
320000;30;0;0
400000;35;-2;0
30000;43;2;1
20000;32;0;0
150000;41;1;0
280000;47;-2;0
500000;26;-1;0
20000;29;1;0
220000;38;-1;0
120000;30;0;0
270000;28;0;0
330000;31;0;0
60000;31;0;0
150000;35;-1;0
200000;38;-2;0
200000;45;-1;0
60000;45;0;0
210000;32;1;0
230000;45;-1;0
100000;43;2;1
200000;37;-1;0
300000;35;0;0
50000;45;0;0
250000;38;-1;0
170000;35;2;1
130000;26;0;0
360000;30;1;1
200000;33;1;0
340000;31;0;0
240000;36;0;0
60000;41;0;0
450000;32;0;0
280000;36;-1;0
80000;41;-1;0
200000;38;-2;0
230000;40;0;0
270000;35;0;0
50000;36;0;0
360000;38;-2;0
470000;37;-2;0
200000;39;-1;0
490000;30;0;0
340000;35;-2;0
210000;36;1;1
310000;46;-2;0
260000;37;0;1
380000;36;-2;0
10000;40;0;1
30000;29;2;1
50000;44;0;0
270000;28;1;0
110000;28;0;0
360000;38;0;0
150000;28;-2;0
150000;28;0;0
90000;47;0;0
160000;45;-2;0
200000;27;-1;0
70000;48;0;0
360000;37;-2;0
100000;38;0;0
100000;29;-2;0
120000;30;0;0
440000;28;0;0
200000;34;-1;0
50000;44;0;0
230000;43;0;0
140000;29;0;0
50000;33;2;1
150000;43;-2;0
290000;33;-2;1
260000;34;2;0
450000;36;-1;0
380000;40;0;0
170000;34;0;0
350000;34;1;1
180000;48;-2;0
150000;31;1;0
290000;26;0;0
80000;32;2;1
50000;34;0;0
230000;38;0;0
240000;29;-1;0
250000;38;-1;0
180000;40;-1;0
160000;44;1;0
150000;48;0;0
340000;48;0;0
20000;51;0;0
50000;50;0;0
50000;54;0;0
120000;53;0;1
80000;69;0;0
290000;60;1;1
30000;52;-1;0
70000;52;-1;0
30000;51;0;0
60000;55;3;0
30000;50;0;0
200000;50;-1;0
280000;56;-2;0
360000;34;0;0
50000;24;-1;0
10000;22;0;0
10000;25;0;0
30000;24;0;0
50000;25;0;0
20000;28;0;0
20000;23;0;0
80000;27;1;0
30000;25;-1;0
240000;29;0;0
40000;31;0;0
390000;31;0;0
70000;29;0;0
300000;40;-2;0
20000;41;0;0
140000;32;0;0
500000;39;0;0
250000;40;-1;0
260000;37;0;1
110000;37;0;0
280000;35;0;0
200000;49;0;0
260000;35;0;0
350000;42;0;0
20000;38;1;0
150000;36;2;1
150000;28;0;0
20000;48;-1;0
240000;33;0;0
140000;37;0;0
20000;37;1;1
350000;32;0;0
280000;31;-2;0
100000;44;-1;0
80000;46;0;0
50000;41;0;0
550000;33;-2;0
420000;46;2;0
320000;46;0;0
280000;35;1;0
100000;38;0;0
230000;39;-1;0
60000;35;2;0
320000;29;0;0
50000;44;0;0
20000;36;0;0
80000;46;2;1
160000;33;0;0
300000;45;1;0
230000;41;0;0
110000;42;0;0
240000;45;0;0
30000;29;7;1
20000;43;0;0
10000;29;0;0
100000;32;0;0
170000;33;-1;0
200000;48;-2;0
120000;27;0;0
150000;46;0;0
330000;37;-1;0
180000;42;-1;0
150000;43;0;0
20000;41;0;0
220000;37;-1;0
130000;49;2;1
500000;31;0;0
240000;39;-1;0
230000;34;0;0
530000;35;0;0
20000;34;1;0
50000;38;3;0
500000;32;0;0
250000;35;-2;0
250000;46;-2;0
30000;30;0;0
440000;33;-1;1
210000;39;-1;0
120000;33;2;1
360000;35;-2;0
120000;43;-1;0
280000;45;-1;1
360000;37;-1;0
80000;45;-1;0
150000;40;0;0
230000;41;0;0
210000;32;0;0
300000;37;-2;0
300000;38;1;1
110000;50;1;0
100000;54;2;1
300000;58;2;1
140000;53;0;0
70000;62;6;0
30000;53;-2;0
340000;53;0;0
530000;54;-2;0
50000;59;1;1
50000;29;0;0
50000;38;0;0
150000;26;0;0
80000;26;2;1
30000;22;0;0
20000;24;1;0
50000;23;2;1
50000;23;0;0
80000;22;-1;0
20000;24;0;0
20000;22;1;1
80000;23;2;0
30000;25;0;0
130000;23;0;0
150000;24;-1;0
140000;24;2;1
10000;22;0;0
50000;25;0;0
50000;25;0;0
230000;25;-2;0
200000;25;-2;0
90000;25;0;0
50000;28;1;0
220000;26;0;0
110000;26;0;0
210000;27;-1;0
100000;27;0;0
150000;26;0;0
90000;25;0;0
100000;29;1;0
150000;29;0;0
100000;29;0;0
220000;28;0;0
200000;26;0;0
180000;25;0;0
170000;29;-2;0
170000;30;-1;0
240000;29;-1;0
60000;28;0;0
100000;28;0;0
20000;28;0;0
140000;30;0;0
100000;28;0;0
50000;44;0;0
20000;35;0;0
420000;39;-2;0
550000;44;0;0
330000;45;0;0
220000;46;3;1
20000;48;1;1
210000;43;-1;0
300000;30;-1;0
160000;46;-2;1
370000;38;0;0
230000;36;-1;0
300000;40;0;0
340000;39;0;0
30000;47;-1;0
150000;42;0;0
50000;38;0;0
210000;36;-1;0
220000;46;0;1
280000;30;-1;0
300000;36;-2;0
100000;38;0;0
10000;29;0;0
300000;32;1;0
420000;34;0;0
290000;36;0;0
450000;36;-1;0
500000;35;1;0
400000;30;-1;0
50000;36;2;1
210000;44;0;0
260000;39;0;0
500000;33;-1;0
270000;37;-2;0
50000;42;0;0
20000;45;-1;0
180000;36;-1;0
20000;38;-2;0
200000;32;0;0
390000;41;0;0
180000;36;1;0
140000;31;0;0
150000;36;2;1
240000;28;0;0
160000;28;-1;0
50000;47;0;0
80000;34;0;0
60000;31;2;1
230000;30;0;0
310000;30;1;0
330000;31;-1;0
210000;35;0;0
210000;33;0;0
490000;34;0;0
450000;35;-1;0
50000;47;0;0
50000;41;0;0
370000;46;-2;0
50000;49;0;0
160000;33;-1;0
260000;35;-2;0
500000;36;-2;0
310000;29;0;0
180000;30;0;0
250000;31;0;0
120000;31;-2;0
180000;44;1;0
310000;44;-1;0
220000;34;0;0
220000;39;-1;0
230000;38;-1;0
200000;36;-1;0
30000;37;-1;0
100000;40;-2;0
130000;33;-1;0
180000;41;0;0
30000;39;0;0
210000;36;-1;0
500000;39;-1;0
310000;34;0;0
230000;46;-2;0
270000;39;-2;0
280000;30;-1;0
50000;40;0;0
150000;45;-2;0
80000;44;1;0
150000;35;2;1
270000;41;0;0
150000;34;1;0
140000;43;2;1
90000;46;-1;0
90000;28;2;1
160000;31;3;1
50000;50;0;0
20000;52;0;0
460000;50;0;0
60000;58;1;1
330000;53;0;0
100000;56;1;0
50000;57;2;0
300000;53;-2;0
300000;50;-2;0
360000;54;-1;0
80000;52;0;0
360000;56;-1;0
150000;55;-1;0
20000;56;1;1
200000;29;-2;1
50000;23;0;0
10000;23;-1;0
80000;26;2;1
10000;25;1;0
180000;27;0;0
50000;25;-1;0
60000;25;0;0
140000;26;1;0
30000;26;0;0
50000;27;0;0
80000;26;0;0
30000;29;0;0
310000;28;-1;0
170000;27;-2;1
20000;28;0;0
130000;27;0;0
140000;28;-2;0
70000;28;-1;0
20000;30;0;0
80000;26;0;0
50000;26;0;0
100000;29;-2;0
210000;31;0;0
50000;47;0;0
320000;31;1;0
280000;34;0;0
60000;36;1;1
70000;33;-1;1
50000;36;3;1
60000;41;0;0
140000;41;2;1
60000;38;2;1
120000;33;-1;0
200000;39;0;0
50000;36;0;0
360000;36;-2;0
110000;29;2;1
50000;47;1;1
10000;36;0;0
20000;34;0;0
140000;38;0;0
30000;49;0;0
50000;34;0;0
30000;37;1;0
90000;30;1;0
50000;43;0;0
20000;36;0;0
190000;43;0;0
80000;44;0;0
140000;38;0;0
210000;49;-1;0
20000;43;1;0
50000;45;0;0
130000;45;-1;0
170000;30;0;0
500000;31;0;0
50000;30;1;0
50000;42;0;0
20000;44;-2;0
250000;34;0;1
220000;39;0;0
50000;46;0;0
